slug,level,is_stub,lsc_name,breadcrumb,triage,apqc_id,apqc_hier,apqc_depth,level_delta,apqc_name,apqc_match_score,apqc_name_only_score,apqc_description,eia_term,eia_definition,eia_url,agreement,decision,adopted_definition,provenance,web_validator,web_agreement,Decision,Notes
CM-1-3-6-2,4,no,Sales Execution,Downstream Operations > Commercial & Marketing > Marketing > Marketing & Sales Operations Management > Sales Execution,WEAK,10103,3.4,2,2,Develop sales strategy,0.4,0.4,"Developing concrete plans for guiding and providing support to the sales function. Chart a road map for the sales function, including an analysis of historical sales data to create forecasts for anticipated sales, forming sales targets, forging partnerships with other economic agents to boost sales, devising a budget for this function, and determining metrics to measure customer management activities as well as progress in achieving sales targets.",,,,pending,NEEDS REVIEW,,,,,REVIEW LINK,weak APQC candidate; manual review needed
CM-1-3-6-2-1,5,no,Manage Sales Pipeline,Downstream Operations > Commercial & Marketing > Marketing > Marketing & Sales Operations Management > Sales Execution > Manage Sales Pipeline,STRONG,20011,3.5.1.6,4,1,Manage opportunity pipeline,0.667,0.667,Overseeing and planning the acquisition of new customers.,,,,pending,NEEDS REVIEW,,,The Hackett Group Glossary: 'Pipeline Management',0.034,NO SOURCE,strong APQC candidate but no validator agreed
CM-1-3-6-2-2,5,no,Manage Key Accounts,Downstream Operations > Commercial & Marketing > Marketing > Marketing & Sales Operations Management > Sales Execution > Manage Key Accounts,STRONG,10183,3.5.2,3,2,Manage customers and accounts,0.667,0.667,"Managing the customer's expectations, with the intent of responsibly increasing the sale of the organization's products/services. Create a systematic method for governing sales, using sales forecasts and customer management measures. Develop a blueprint to manage relationships with customers and the data it holds on them, as well as the sale of its products/services to these customers. Devise a recipe for handling the organization's key customers in order to manage their expectations with tact and responsibility while maximizing revenue.",,,,pending,NEEDS REVIEW,,,,,NO SOURCE,strong APQC candidate but no validator agreed
CM-1-3-6-2-3,5,no,Manage Opportunity,Downstream Operations > Commercial & Marketing > Marketing > Marketing & Sales Operations Management > Sales Execution > Manage Opportunity,STRONG,20011,3.5.1.6,4,1,Manage opportunity pipeline,0.8,0.8,Overseeing and planning the acquisition of new customers.,,,,pending,NEEDS REVIEW,,,The Hackett Group Glossary: 'Pipeline Management',0.034,NO SOURCE,strong APQC candidate but no validator agreed
CM-1-3-6-2-4,5,no,Develop Quote,Downstream Operations > Commercial & Marketing > Marketing > Marketing & Sales Operations Management > Sales Execution > Develop Quote,WEAK,10428,7.1.2.9,4,1,Develop other HR programs,0.5,0.5,Creating HR programs and services such as employee engagements programs to promote positive employee behavior. Create a variety of programs and services to support employees' professional and personal needs at work and at home.,,,,pending,NEEDS REVIEW,,,,,REVIEW LINK,weak APQC candidate; manual review needed
CM-1-3-6-2-5,5,no,Manage Contract & Order,Downstream Operations > Commercial & Marketing > Marketing > Marketing & Sales Operations Management > Sales Execution > Manage Contract & Order,WEAK,10332,6.3.4.3.3,5,0,Manage service order fulfillment,0.571,0.571,"Handling and managing orders fulfilled, along with the orders are not or partially fulfilled to track the order fulfillment progress. Use electronic devices such as trackers and GPS in order track and ensure delivery of the orders.",,,,pending,NEEDS REVIEW,,,,,REVIEW LINK,weak APQC candidate; manual review needed
CM-1-3-6-2-6,5,no,Serve to Customer (Non-Retail),Downstream Operations > Commercial & Marketing > Marketing > Marketing & Sales Operations Management > Sales Execution > Serve to Customer (Non-Retail),NONE,10743,9.2.2,3,2,Invoice customer,0.333,0.333,"Preparing detailed reports of customer purchases. Prepare a commercial document between the seller and customer with details about transaction. Detail the quantity purchased, price of products/services, date, parties involved, unique invoice number, and tax information.",,,,pending,NEEDS REVIEW,,,,,NO CANDIDATE,no meaningful APQC candidate
CM-1-3-6-2-7,5,no,Measure & report,Downstream Operations > Commercial & Marketing > Marketing > Marketing & Sales Operations Management > Sales Execution > Measure & report,STRONG,16395,13.1.4.3,4,1,Measure and report process performance,0.667,0.667,"Defining and using performance indicators to consider the financial perspective, customer perspective, internal process perspective, and learning perspective of the organization.",,,,pending,NEEDS REVIEW,,,Springer Nature Reference: 'Business Process Performance Measurement',0.091,NO SOURCE,strong APQC candidate but no validator agreed
CM-1-3-6-3,4,no,Sales Pricing Management,Downstream Operations > Commercial & Marketing > Marketing > Marketing & Sales Operations Management > Sales Pricing Management,NONE,10123,3.2.2,3,1,Define pricing strategy,0.333,0.333,"Creating a pricing strategy and mechanism that aligns with the benefits of the products/services, as perceived by customers. Chart a strategic course and a methodology that can guide the pricing of products/services. Draw heavily from the customer value proposition, and balance the expectations of different divisions inside the organization, while delivering the maximum ROI.",,,,pending,NEEDS REVIEW,,,,,NO CANDIDATE,no meaningful APQC candidate
CM-1-3-6-3-1,5,no,Determine sales price,Downstream Operations > Commercial & Marketing > Marketing > Marketing & Sales Operations Management > Sales Pricing Management > Determine sales price,WEAK,10209,3.5.1.7,4,1,Determine sales resource allocation,0.571,0.571,Planning the distribution of personnel across various sales functions. Match the capabilities of individual employees with the skill sets needed for specific roles. Seek assistance from HR.,,,,pending,NEEDS REVIEW,,,,,REVIEW LINK,weak APQC candidate; manual review needed
CM-1-3-6-3-2,5,no,Implement sales price,Downstream Operations > Commercial & Marketing > Marketing > Marketing & Sales Operations Management > Sales Pricing Management > Implement sales price,WEAK,11497,3.3.3.7,4,1,Communicate and implement price changes,0.571,0.571,"Assigning new prices or pricing adjustments to products or services to replace the original base prices. Update the prices in product catalogs and databases, and disseminate the information through all involved distribution and marketing channels.",,,,pending,NEEDS REVIEW,,,,,REVIEW LINK,weak APQC candidate; manual review needed
CM-1-3-6-4,4,no,Rebate Management,Downstream Operations > Commercial & Marketing > Marketing > Marketing & Sales Operations Management > Rebate Management,WEAK,20682,8.2.5,3,1,Control IT management system,0.4,0.4,"Regulating the IT management system through performance measures, governance, analysis, and monitoring through a variety of analytic tools. Evaluate IT finances, resource, services, projects, and value for report out.",,,,pending,NEEDS REVIEW,,,,,REVIEW LINK,weak APQC candidate; manual review needed
CM-1-3-6-4-1,5,no,Negotiate Rebate,Downstream Operations > Commercial & Marketing > Marketing > Marketing & Sales Operations Management > Rebate Management > Negotiate Rebate,WEAK,10464,7.2.4.2,4,1,Negotiate offer,0.5,0.5,Negotiating an offer with selected candidates. Discuss the job offer with the candidate to ensure a mutual understanding.,,,,pending,NEEDS REVIEW,,,,,REVIEW LINK,weak APQC candidate; manual review needed
CM-1-3-6-4-2,5,no,Implement Rebate,Downstream Operations > Commercial & Marketing > Marketing > Marketing & Sales Operations Management > Rebate Management > Implement Rebate,WEAK,11136,13.4.3,3,2,Implement change,0.5,0.5,Effectuating the change within the desired impact areas of the organization. Ensure adequate commitment from all corners of the organization for the desired change. Create support structures. Refashion all processes deemed necessary. Observe the progress.,,,,pending,NEEDS REVIEW,,,,,REVIEW LINK,weak APQC candidate; manual review needed
CM-1-3-6-4-3,5,no,Settle Rebate,Downstream Operations > Commercial & Marketing > Marketing > Marketing & Sales Operations Management > Rebate Management > Settle Rebate,NONE,18641,3.5.6.2,4,1,Provide marketing materials to sales partners/alliances,0.286,0.0,Distributing marketing materials and sales brochures to entities that the company partners with.,,,,pending,NEEDS REVIEW,,,,,NO CANDIDATE,no meaningful APQC candidate
CM-1-3-6-5,4,no,Marketing Plan Execution,Downstream Operations > Commercial & Marketing > Marketing > Marketing & Sales Operations Management > Marketing Plan Execution,WEAK,20622,8.1.3.5,4,0,Create IT service marketing plan,0.571,0.571,Creating a marketing strategy for IT offerings to customers. Plan processes for making budgets; identifying and developing media; and managing marketing content and promotional activities.,,,,pending,NEEDS REVIEW,,,,,REVIEW LINK,weak APQC candidate; manual review needed
CM-1-3-6-5-1,5,no,Manage Advertising,Downstream Operations > Commercial & Marketing > Marketing > Marketing & Sales Operations Management > Marketing Plan Execution > Manage Advertising,WEAK,11743,2.1.4.3,4,1,Manage routings,0.5,0.5,Controlling and executing the flow of operations from raw form to finished product in a defined format using industry applications/routing sheets for the specific product/service layout.,,,,pending,NEEDS REVIEW,,,,,REVIEW LINK,weak APQC candidate; manual review needed
CM-1-3-6-5-2,5,no,Manage Promotions/Events Execution,Downstream Operations > Commercial & Marketing > Marketing > Marketing & Sales Operations Management > Marketing Plan Execution > Manage Promotions/Events Execution,WEAK,16408,13.2.2.3,4,1,Manage program execution,0.571,0.571,Administering and implementing business programs. Implement and execute programs with the intention of improving an organization's performance. Execute all the individual projects of the program to ensure the desired success.,,,,pending,NEEDS REVIEW,,,,,REVIEW LINK,weak APQC candidate; manual review needed
CM-1-3-6-5-3,5,no,Manage Direct Marketing,Downstream Operations > Commercial & Marketing > Marketing > Marketing & Sales Operations Management > Marketing Plan Execution > Manage Direct Marketing,WEAK,16851,3.2.5.3,4,1,Define direct marketing strategy,0.571,0.571,"Devising a master plan how to select potential customers or qualified clients for customized offers, and contact them on one-to-one basis through chat, phone, email or regular mail. The strategy would need to take into account that personalizing offers and contacting customers individually is an effective but resource-intensive marketing technique, and that ill-targeted offers risk at angering and alienating the contactees.",,,,pending,NEEDS REVIEW,,,,,REVIEW LINK,weak APQC candidate; manual review needed
CM-1-3-6-6,4,no,Loyalty And Cards Management - Marketing,Downstream Operations > Commercial & Marketing > Marketing > Marketing & Sales Operations Management > Loyalty And Cards Management - Marketing,WEAK,11522,3.4.2.10,4,0,Develop promotional and category management calendars (trade marketing calendars),0.364,0.364,"Combining scheduled promotional, category management and trade marketing events into unified timetables. Update the calendars. Register new events.",,,,pending,NEEDS REVIEW,,,,,REVIEW LINK,weak APQC candidate; manual review needed
CM-1-3-6-6-1,5,no,Setup Prospect,Downstream Operations > Commercial & Marketing > Marketing > Marketing & Sales Operations Management > Loyalty And Cards Management - Marketing > Setup Prospect,NONE,18641,3.5.6.2,4,1,Provide marketing materials to sales partners/alliances,0.25,0.0,Distributing marketing materials and sales brochures to entities that the company partners with.,,,,pending,NEEDS REVIEW,,,,,NO CANDIDATE,no meaningful APQC candidate
CM-1-3-6-6-2,5,no,Manage Invoicing,Downstream Operations > Commercial & Marketing > Marketing > Marketing & Sales Operations Management > Loyalty And Cards Management - Marketing > Manage Invoicing,WEAK,11743,2.1.4.3,4,1,Manage routings,0.5,0.5,Controlling and executing the flow of operations from raw form to finished product in a defined format using industry applications/routing sheets for the specific product/service layout.,,,,pending,NEEDS REVIEW,,,,,REVIEW LINK,weak APQC candidate; manual review needed
CM-1-3-6-6-3,5,no,Manage Reimbursement,Downstream Operations > Commercial & Marketing > Marketing > Marketing & Sales Operations Management > Loyalty And Cards Management - Marketing > Manage Reimbursement,WEAK,11743,2.1.4.3,4,1,Manage routings,0.5,0.5,Controlling and executing the flow of operations from raw form to finished product in a defined format using industry applications/routing sheets for the specific product/service layout.,,,,pending,NEEDS REVIEW,,,,,REVIEW LINK,weak APQC candidate; manual review needed
CM-1-3-6-6-4,5,no,"Manage Cards Administration (Order New Cards, Change Card Data)","Downstream Operations > Commercial & Marketing > Marketing > Marketing & Sales Operations Management > Loyalty And Cards Management - Marketing > Manage Cards Administration (Order New Cards, Change Card Data)",WEAK,11074,13.4,2,3,Manage change,0.4,0.4,"Planning, designing, and implementing the change. Ensure improvement in the change process.",,,,pending,NEEDS REVIEW,,,,,REVIEW LINK,weak APQC candidate; manual review needed
CM-1-3-6-6-5,5,no,Handle Card Limits,Downstream Operations > Commercial & Marketing > Marketing > Marketing & Sales Operations Management > Loyalty And Cards Management - Marketing > Handle Card Limits,WEAK,20930,9.6.3.1,4,1,Establish corporate credit card policies and approval limits,0.4,0.4,Developing procedures for using company credit cards. Set or approve credit limits.,,,,pending,NEEDS REVIEW,,,,,REVIEW LINK,weak APQC candidate; manual review needed
CM-1-3-6-6-6,5,no,Manage Bad Debt,Downstream Operations > Commercial & Marketing > Marketing > Marketing & Sales Operations Management > Loyalty And Cards Management - Marketing > Manage Bad Debt,STRONG,10761,9.7.4,3,2,Manage debt and investment,0.667,0.667,Taking care of the organization's financial position. Manage its loans or debts from different sources and investments. Leverage the most profitable options to balance the financial position in the market.,,,,pending,NEEDS REVIEW,,,Wiley textbook excerpt: Treasury management,0.043,NO SOURCE,strong APQC candidate but no validator agreed
CM-1-3-6-6-7,5,no,Perform Transaction Analysis Reporting & Confirmation,Downstream Operations > Commercial & Marketing > Marketing > Marketing & Sales Operations Management > Loyalty And Cards Management - Marketing > Perform Transaction Analysis Reporting & Confirmation,WEAK,11783,3.5.4.4,4,1,Perform competitive analysis,0.5,0.5,"Comparing the proposals submitted by different bidders in terms of cost, efficiency and value.",,,,pending,NEEDS REVIEW,,,,,REVIEW LINK,weak APQC candidate; manual review needed
CM-1-3-6-6-8,5,no,Ensure Card Design Compliance,Downstream Operations > Commercial & Marketing > Marketing > Marketing & Sales Operations Management > Loyalty And Cards Management - Marketing > Ensure Card Design Compliance,STRONG,11047,12.4.4,3,2,Ensure compliance,0.667,0.667,"Ensuring the organization's compliance position. Validate compliance with different statutes, regulatory directions, and legal principles (using Establish compliance framework and policies [17468]). Coordinate with compliance and risk management personnel.",,,,pending,NEEDS REVIEW,,,Concise Encyclopedia of Business Ethics (Toronto Metropolitan University): 'Compliance',0.071,NO SOURCE,strong APQC candidate but no validator agreed
CM-1-3-6-6-9,5,no,Analyze Consumption Planning & Monitor Stock,Downstream Operations > Commercial & Marketing > Marketing > Marketing & Sales Operations Management > Loyalty And Cards Management - Marketing > Analyze Consumption Planning & Monitor Stock,WEAK,20685,8.2.5.3,4,1,Monitor and analyze overall IT performance,0.444,0.444,"Monitoring and analyzing information technology performance measures to ensure timely completion, and that quality assurance is met at all steps of IT services.",,,,pending,NEEDS REVIEW,,,,,REVIEW LINK,weak APQC candidate; manual review needed
CM-1-3-6-6-10,5,no,Perform Physical Card Handling,Downstream Operations > Commercial & Marketing > Marketing > Marketing & Sales Operations Management > Loyalty And Cards Management - Marketing > Perform Physical Card Handling,NONE,10954,10.4.4,3,2,Perform abandonment,0.333,0.333,"Abandoning assets. Manage the act of deliberately and permanently giving up, granting, leaving, or surrendering property or buildings and allowing others to use the intellectual property without protest.",,,,pending,NEEDS REVIEW,,,,,NO CANDIDATE,no meaningful APQC candidate
CM-1-3-6-6-11,5,no,Manage Fraudulent Transactions,Downstream Operations > Commercial & Marketing > Marketing > Marketing & Sales Operations Management > Loyalty And Cards Management - Marketing > Manage Fraudulent Transactions,STRONG,10768,9.10.2,3,2,Manage transactions,0.8,0.8,"Managing any transfer of funds in the course of conducting cross-border trades or investments, including conversion across currencies. Find the most suitable alternative for making payments, while saving taxes and avoiding any unwarranted regulation, with the objective of protecting capital.",,,,pending,NEEDS REVIEW,,,Investopedia — Transaction in Accounting,0.0,NO SOURCE,strong APQC candidate but no validator agreed
CM-1-3-6-6-12,5,no,Manage Additional Card Services (On Road Services),Downstream Operations > Commercial & Marketing > Marketing > Marketing & Sales Operations Management > Loyalty And Cards Management - Marketing > Manage Additional Card Services (On Road Services),WEAK,10003,2.0,1,4,Develop and Manage Products and Services,0.444,0.444,,,,,pending,NEEDS REVIEW,,,,,REVIEW LINK,weak APQC candidate; manual review needed
CM-1-3-6-6-13,5,no,Manage Card Production & Monthly Reissue,Downstream Operations > Commercial & Marketing > Marketing > Marketing & Sales Operations Management > Loyalty And Cards Management - Marketing > Manage Card Production & Monthly Reissue,WEAK,10224,4.1.5,3,2,Create and manage master production schedule,0.4,0.4,"Taking care of the master production plan. The master production includes creation and implementation of the site-level production plan, as well as management of the inventory that is currently in the production process.",,,,pending,NEEDS REVIEW,,,,,REVIEW LINK,weak APQC candidate; manual review needed
CM-1-3-6-6-14,5,no,Manage Credit Card Transactions,Downstream Operations > Commercial & Marketing > Marketing > Marketing & Sales Operations Management > Loyalty And Cards Management - Marketing > Manage Credit Card Transactions,STRONG,20933,9.6.3.4,4,1,Manage corporate credit card accounts,0.667,0.667,Handling credit card accounts of business customers.,,,,pending,NEEDS REVIEW,,,Investopedia: 'Corporate Credit Card',0.1,NO SOURCE,strong APQC candidate but no validator agreed
CM-1-3-6-6-15,5,no,Manage Brand Loyalty Programs,Downstream Operations > Commercial & Marketing > Marketing > Marketing & Sales Operations Management > Loyalty And Cards Management - Marketing > Manage Brand Loyalty Programs,STRONG,16405,13.2.2,3,2,Manage programs,0.667,0.667,"Establishing, implementing, and managing business programs. Successfully handle related projects that together constitute a program. Establish the program structure and approach. Coordinate with stakeholders and partners. Execute the program. Assess and report the performance of the program. Coordinate and prioritize resources across projects. Manage links between the projects and the overall costs and risks of the program.",,,,pending,NEEDS REVIEW,,,Project Management Institute (PMI): 'Program',0.308,NO SOURCE,strong APQC candidate but no validator agreed
CM-1-3-6-7,4,no,Brand Standard Management,Downstream Operations > Commercial & Marketing > Marketing > Marketing & Sales Operations Management > Brand Standard Management,NONE,20682,8.2.5,3,1,Control IT management system,0.333,0.333,"Regulating the IT management system through performance measures, governance, analysis, and monitoring through a variety of analytic tools. Evaluate IT finances, resource, services, projects, and value for report out.",,,,pending,NEEDS REVIEW,,,,,NO CANDIDATE,no meaningful APQC candidate
CM-1-3-6-7-1,5,no,Manage Brand Standards and Perform Inspection,Downstream Operations > Commercial & Marketing > Marketing > Marketing & Sales Operations Management > Brand Standard Management > Manage Brand Standards and Perform Inspection,WEAK,10530,7.7.7,3,2,Manage/Collect employee suggestions and perform employee research,0.364,0.364,"Procuring and handling suggestions from employees, and performing research on employees. Manage and analyze the programs that help the organization to tap into employee ideas for improving the organization's processes and/or products. Use surveys, focus groups, and other data-gathering methods to find out the attitudes, opinions, and feelings of members of an organization.",,,,pending,NEEDS REVIEW,,,,,REVIEW LINK,weak APQC candidate; manual review needed
CM-1-3-6-7-2,5,no,Manage Brand Imaging,Downstream Operations > Commercial & Marketing > Marketing > Marketing & Sales Operations Management > Brand Standard Management > Manage Brand Imaging,WEAK,11743,2.1.4.3,4,1,Manage routings,0.4,0.4,Controlling and executing the flow of operations from raw form to finished product in a defined format using industry applications/routing sheets for the specific product/service layout.,,,,pending,NEEDS REVIEW,,,,,REVIEW LINK,weak APQC candidate; manual review needed
CM-1-3-6-8,4,no,Compliance Management,Downstream Operations > Commercial & Marketing > Marketing > Marketing & Sales Operations Management > Compliance Management,WEAK,17467,11.2,2,2,Manage compliance,0.5,0.5,Managing steps to confirm enduring compliance to industry regulations and government legislation.,,,,pending,NEEDS REVIEW,,,,,REVIEW LINK,weak APQC candidate; manual review needed
CM-1-3-6-8-1,5,no,Conduct Audit To Validate Reported Sales,Downstream Operations > Commercial & Marketing > Marketing > Marketing & Sales Operations Management > Compliance Management > Conduct Audit To Validate Reported Sales,WEAK,10194,3.5.5.1,4,1,Accept and validate sales orders,0.444,0.444,Receiving and confirming orders from customers. Verify that no extra expenses have to be disbursed on part of the organization for labor or inventory when processing the order.,,,,pending,NEEDS REVIEW,,,,,REVIEW LINK,weak APQC candidate; manual review needed
CM-1-3-7-1,4,no,"Manage Master Data (Customer, Price, Product, Tax, Location)","Downstream Operations > Commercial & Marketing > Marketing > Order Management > Manage Master Data (Customer, Price, Product, Tax, Location)",STRONG,14208,3.5.2.5,4,0,Manage customer master data,0.667,0.667,"Managing the corpus of data relating all customers acquired over time. Manage the storage, maintenance, access, revision, and usage of all data on customers. Ensure its security, and determine legitimate use cases that are beneficial to the organization.",,,,pending,NEEDS REVIEW,,,Wikipedia — Master data,0.125,NO SOURCE,strong APQC candidate but no validator agreed
CM-1-3-7-1-1,5,no,Maintain Customer Master Data,"Downstream Operations > Commercial & Marketing > Marketing > Order Management > Manage Master Data (Customer, Price, Product, Tax, Location) > Maintain Customer Master Data",STRONG,10252,4.1.6.1,4,1,Maintain master data,0.857,0.857,"Maintaining and preserving the master data plan for distribution requirements. Create a systematic collection of facts and figures regarding the distribution of the inventories. Maintain policies, processes, and tools covering the distribution function.",,,,pending,NEEDS REVIEW,,,Wikipedia — Master data,0.25,NO SOURCE,strong APQC candidate but no validator agreed
CM-1-3-7-1-2,5,no,Maintain Price & Discount Master Data,"Downstream Operations > Commercial & Marketing > Marketing > Order Management > Manage Master Data (Customer, Price, Product, Tax, Location) > Maintain Price & Discount Master Data",STRONG,10252,4.1.6.1,4,1,Maintain master data,0.75,0.75,"Maintaining and preserving the master data plan for distribution requirements. Create a systematic collection of facts and figures regarding the distribution of the inventories. Maintain policies, processes, and tools covering the distribution function.",,,,pending,NEEDS REVIEW,,,Wikipedia — Master data,0.25,NO SOURCE,strong APQC candidate but no validator agreed
CM-1-3-7-1-3,5,no,Maintain Product Master Data,"Downstream Operations > Commercial & Marketing > Marketing > Order Management > Manage Master Data (Customer, Price, Product, Tax, Location) > Maintain Product Master Data",STRONG,10252,4.1.6.1,4,1,Maintain master data,0.857,0.857,"Maintaining and preserving the master data plan for distribution requirements. Create a systematic collection of facts and figures regarding the distribution of the inventories. Maintain policies, processes, and tools covering the distribution function.",,,,pending,NEEDS REVIEW,,,Wikipedia — Master data,0.25,NO SOURCE,strong APQC candidate but no validator agreed
CM-1-3-7-1-4,5,no,Maintain Tax Master Data,"Downstream Operations > Commercial & Marketing > Marketing > Order Management > Manage Master Data (Customer, Price, Product, Tax, Location) > Maintain Tax Master Data",STRONG,10929,9.9.1.3,4,1,Maintain tax master data,1.0,1.0,Maintaining a master file about the rational analysis of a financial condition or plan from a tax perspective in order to align financial goals through efficient tax planning.,,,,pending,NEEDS REVIEW,,,Wikipedia: 'Master data',0.125,NO SOURCE,strong APQC candidate but no validator agreed
CM-1-3-7-1-5,5,no,Maintain Workflows,"Downstream Operations > Commercial & Marketing > Marketing > Order Management > Manage Master Data (Customer, Price, Product, Tax, Location) > Maintain Workflows",WEAK,20950,1.4.2,3,2,Maintain business models,0.4,0.4,"Revising and updating business models to reflect the changes in the marketed services, product inventory, market behavior, available resources or accrued expenses. Determine how and when to modify the accepted business model in response to incoming feedback.",,,,pending,NEEDS REVIEW,,,,,REVIEW LINK,weak APQC candidate; manual review needed
CM-1-3-7-1-6,5,no,Maintain Commercial Policies,"Downstream Operations > Commercial & Marketing > Marketing > Order Management > Manage Master Data (Customer, Price, Product, Tax, Location) > Maintain Commercial Policies",WEAK,10771,9.1.1.1,4,1,Develop and maintain budget policies and procedures,0.5,0.5,Formulating financial budgetary guidelines and strategies. Develop a framework for rules and regulations regarding budgets. Create a step-by-step process to achieve financial goals.,,,,pending,NEEDS REVIEW,,,,,REVIEW LINK,weak APQC candidate; manual review needed
CM-1-3-7-2,4,no,Manage Pricing & Contracting (Manage Quote & Sale),Downstream Operations > Commercial & Marketing > Marketing > Order Management > Manage Pricing & Contracting (Manage Quote & Sale),WEAK,20593,3.3.3,3,1,Develop and manage pricing,0.5,0.5,"Determining and maintaining a pricing mechanism based on forecasted sales and that enables a pricing equilibrium for the lifecycles of products/services. Create a pricing mechanism, factoring in attributes relating to the market, customers, sales, and the cost of production. Implement this pricing mechanism over all products/services. Analyze its performance, and adjust accordingly.",,,,pending,NEEDS REVIEW,,,,,REVIEW LINK,weak APQC candidate; manual review needed
CM-1-3-7-2-1,5,no,Establish Commercial Terms & Contracts,Downstream Operations > Commercial & Marketing > Marketing > Order Management > Manage Pricing & Contracting (Manage Quote & Sale) > Establish Commercial Terms & Contracts,WEAK,10290,4.2.3.3,4,1,Negotiate and establish contracts,0.571,0.571,"Legally binding suppliers with the company. Negotiate contracts individually with all the suppliers that include the promised material delivery, the delivery dates and duration, etc.",,,,pending,NEEDS REVIEW,,,,,REVIEW LINK,weak APQC candidate; manual review needed
CM-1-3-7-2-2,5,no,Issue Quotes & Renewals,Downstream Operations > Commercial & Marketing > Marketing > Order Management > Manage Pricing & Contracting (Manage Quote & Sale) > Issue Quotes & Renewals,WEAK,20098,6.3.2.3.1,5,0,Define issue,0.4,0.4,Defining the issue of the claim. The warranty team will look into the issue and understand whether it is covered by the claim code or if more detail is required. Field service will be scheduled to further qualify the definition of the issue and to collect more evidence.,,,,pending,NEEDS REVIEW,,,,,REVIEW LINK,weak APQC candidate; manual review needed
CM-1-3-7-2-3,5,no,Develop & Monitor Revenue Plan,Downstream Operations > Commercial & Marketing > Marketing > Order Management > Manage Pricing & Contracting (Manage Quote & Sale) > Develop & Monitor Revenue Plan,WEAK,16501,3.2.4.5,4,1,Develop plan for improvements,0.571,0.571,Devising a course of action to be taken to improve under-performing channels and to promote or expand channels that surpass expectations.,,,,pending,NEEDS REVIEW,,,,,REVIEW LINK,weak APQC candidate; manual review needed
CM-1-3-7-2-4,5,no,Define Financing & Payment Methods,Downstream Operations > Commercial & Marketing > Marketing > Order Management > Manage Pricing & Contracting (Manage Quote & Sale) > Define Financing & Payment Methods,NONE,19521,3.6.1.1,4,1,Define objectives,0.333,0.333,,,,,pending,NEEDS REVIEW,,,,,NO CANDIDATE,no meaningful APQC candidate
CM-1-3-7-2-5,5,no,Analyze Customer Profitability,Downstream Operations > Commercial & Marketing > Marketing > Order Management > Manage Pricing & Contracting (Manage Quote & Sale) > Analyze Customer Profitability,STRONG,10176,3.3.5.4,4,1,Analyze customer metrics,0.667,0.667,"Studying all measures of the customer's behavior and conduct toward the organization's offerings in order to glean insight and identify patterns into their decision making. Closely examine all categories of data sets over a customer base. Analyze data points related to customer loyalty, retention, value, conversion, level of satisfaction, attrition, etc. Flesh out measures for an all-encompassing analysis that provides a macro-level picture of the customer's behavior and mindset related to the organization's products/services.",,,,pending,NEEDS REVIEW,,,,,NO SOURCE,strong APQC candidate but no validator agreed
CM-1-3-7-2-6,5,no,Manage Customer Portal,Downstream Operations > Commercial & Marketing > Marketing > Order Management > Manage Pricing & Contracting (Manage Quote & Sale) > Manage Customer Portal,STRONG,20085,6.0,1,4,Manage Customer Service,0.667,0.667,,,,,pending,NEEDS REVIEW,,,,,NO SOURCE,strong APQC candidate but no validator agreed
CM-1-3-7-3,4,no,Capture And Manage Order Fulfillment,Downstream Operations > Commercial & Marketing > Marketing > Order Management > Capture And Manage Order Fulfillment,STRONG,10332,6.3.4.3.3,5,-1,Manage service order fulfillment,0.75,0.75,"Handling and managing orders fulfilled, along with the orders are not or partially fulfilled to track the order fulfillment progress. Use electronic devices such as trackers and GPS in order track and ensure delivery of the orders.",,,,pending,NEEDS REVIEW,,,Wikipedia — Order fulfillment,0.25,NO SOURCE,strong APQC candidate but no validator agreed
CM-1-3-7-3-1,5,no,Capture & Validate Order,Downstream Operations > Commercial & Marketing > Marketing > Order Management > Capture And Manage Order Fulfillment > Capture & Validate Order,WEAK,10332,6.3.4.3.3,5,0,Manage service order fulfillment,0.429,0.286,"Handling and managing orders fulfilled, along with the orders are not or partially fulfilled to track the order fulfillment progress. Use electronic devices such as trackers and GPS in order track and ensure delivery of the orders.",,,,pending,NEEDS REVIEW,,,,,REVIEW LINK,weak APQC candidate; manual review needed
CM-1-3-7-3-2,5,no,Allocate & Release Order,Downstream Operations > Commercial & Marketing > Marketing > Order Management > Capture And Manage Order Fulfillment > Allocate & Release Order,WEAK,20081,5.3.3.4,4,1,Release resources,0.4,0.4,Discharging leveraged resources from service delivery commitments upon completion. Returning resources to the resource pool.,,,,pending,NEEDS REVIEW,,,,,REVIEW LINK,weak APQC candidate; manual review needed
CM-1-3-7-3-3,5,no,Change / Cancel Order,Downstream Operations > Commercial & Marketing > Marketing > Order Management > Capture And Manage Order Fulfillment > Change / Cancel Order,WEAK,10332,6.3.4.3.3,5,0,Manage service order fulfillment,0.4,0.286,"Handling and managing orders fulfilled, along with the orders are not or partially fulfilled to track the order fulfillment progress. Use electronic devices such as trackers and GPS in order track and ensure delivery of the orders.",,,,pending,NEEDS REVIEW,,,,,REVIEW LINK,weak APQC candidate; manual review needed
